College,Branch,Quota,Caste,Gender,Opening Rank,Closing Rank,year,round
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. (Cyber Law and Information Security) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,6441,6843,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. (Cyber Law and Information Security) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,1729,1937,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. (Cyber Law and Information Security) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,2478,2478,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. (Human Computer Interaction) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,6557,7053,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. (Human Computer Interaction) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,3250,3425,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. (Human Computer Interaction) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,2533,2533,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. (Intellegent System) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,5995,6520,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. (Intellegent System) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,3035,3392,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. (Intellegent System) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,2578,2578,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. (Intellegent System) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,2054,2054,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Bio-Informatics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,7092,7811,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Bio-Informatics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),,816,816,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Bio-Informatics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,3466,3651,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Bio-Informatics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,3957,3957,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Robotics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,5169,5780,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Robotics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,2824,2991,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Robotics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,2156,2156,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Robotics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,1204,1204,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Software Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,4794,5111,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Software Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,2514,2666,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Software Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,1822,1822,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Software Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,1339,1339,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Wireless Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,6079,6922,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Wireless Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,3101,3415,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Wireless Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,1488,1488,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and M.Tech (Information Technology) Spl. Wireless Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,1492,1492,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and MBA (Information Technology)  (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,,6060,8194,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and MBA (Information Technology)  (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OBC-NCL,,2969,3331,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and MBA (Information Technology)  (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,SC,,1793,1793,2016,3
"Indian Institute of Information Technology, Allahabad","Information Technology and MBA (Information Technology)  (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,ST,,1942,1942,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,6427,11132,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,559,559,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,3507,4902,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Engineering (4 Years, Bachelor of Technology)",AI,SC,,2039,3907,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Engineering (4 Years, Bachelor of Technology)",AI,ST,,1824,2471,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,12026,18480,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),,811,811,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,4984,7745,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,2866,5611,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Computer Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,2125,2449,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN,,5531,15316,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OBC-NCL,,4383,6398,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,142,142,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,SC,,3430,4743,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,ST,,885,1671,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M. Tech VLSI & Electronic System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,19239,22297,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M. Tech VLSI & Electronic System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,5639,8705,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M. Tech VLSI & Electronic System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL (PwD),,799,799,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M. Tech VLSI & Electronic System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,4701,5020,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M. Tech VLSI & Electronic System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,1956,1956,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M.Tech Signal Processing & Communication System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,19459,23258,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M.Tech Signal Processing & Communication System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,8311,9442,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M.Tech Signal Processing & Communication System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,4833,5665,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M.Tech Signal Processing & Communication System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,2747,3120,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical – Smart Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN,,15571,23348,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical – Smart Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,1199,1199,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical – Smart Manufacturing (4 Years, Bachelor of Technology)",AI,OBC-NCL,,7440,8809,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical – Smart Manufacturing (4 Years, Bachelor of Technology)",AI,SC,,2817,5863,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical – Smart Manufacturing (4 Years, Bachelor of Technology)",AI,ST,,1309,2193,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Advanced Manufacturing) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,24031,26273,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Advanced Manufacturing) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,9384,9719,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Advanced Manufacturing) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,3391,4588,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Advanced Manufacturing) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,2843,2843,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Product Design) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,19156,26513,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Product Design) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,6600,8901,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Product Design) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,4032,6026,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Product Design) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,2140,3148,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN,,9674,19574,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OBC-NCL,,5245,7308,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,SC,,2574,5712,2016,3
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,ST,,1547,2075,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,4715,14645,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,618,618,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,3522,6362,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,377,377,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,2415,3897,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),,168,168,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,2085,2852,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,15470,18738,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,854,1024,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,4999,7987,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,727,727,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,3169,4750,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,2148,2964,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,17291,22091,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,970,1030,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,5618,8289,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,597,597,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,,3385,5348,2016,3
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,,1662,2127,2016,3
Indian Institute of Information Technology  Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,11484,30192,2016,3
Indian Institute of Information Technology  Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,9691,11139,2016,3
Indian Institute of Information Technology  Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,6061,6534,2016,3
Indian Institute of Information Technology  Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,2802,3487,2016,3
Indian Institute of Information Technology  Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,28035,34394,2016,3
Indian Institute of Information Technology  Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,10221,11827,2016,3
Indian Institute of Information Technology  Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,6695,6992,2016,3
Indian Institute of Information Technology  Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,3118,3454,2016,3
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,5708,16024,2016,3
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,3386,6229,2016,3
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,2926,5019,2016,3
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,1580,1817,2016,3
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,13106,19111,2016,3
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,575,575,2016,3
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,6071,8067,2016,3
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,3978,5277,2016,3
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,1578,1732,2016,3
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,,6148,20321,2016,3
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,1055,1055,2016,3
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,,4515,8559,2016,3
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,SC,,2543,5031,2016,3
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,ST,,3084,3451,2016,3
Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,15583,22676,2016,3
Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,436,436,2016,3
Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,7435,9472,2016,3
Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,4187,5709,2016,3
Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,2003,2324,2016,3
Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,22298,25499,2016,3
Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,1355,1355,2016,3
Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,9528,10142,2016,3
Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,1596,6005,2016,3
Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,1931,2862,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,16620,22530,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,7004,9282,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,649,649,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Engineering (4 Years, Bachelor of Technology)",AI,SC,,3299,5906,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Engineering (4 Years, Bachelor of Technology)",AI,ST,,2195,2504,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN,,20731,25850,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,1039,1039,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OBC-NCL,,8614,9841,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,SC,,3301,5945,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,ST,,2022,2710,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN,,23744,28026,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,1108,1108,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OBC-NCL,,8922,10047,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,SC,,3488,5937,2016,3
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,ST,,1381,2352,2016,3
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,15881,23753,2016,3
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,985,985,2016,3
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,5935,8979,2016,3
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,440,440,2016,3
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,2991,5938,2016,3
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,2330,2976,2016,3
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,17165,24630,2016,3
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,5789,9040,2016,3
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,631,631,2016,3
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,4845,5965,2016,3
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,2961,2970,2016,3
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,23323,26722,2016,3
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,747,747,2016,3
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,8381,9871,2016,3
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,6016,6126,2016,3
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,2949,3080,2016,3
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,9735,19211,2016,3
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,494,494,2016,3
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,4316,7312,2016,3
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,2630,4979,2016,3
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,1570,2045,2016,3
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,19905,23627,2016,3
